Sub Brand,Model,Part no.,Processor,RAM,Storage,Graphics,OS/MSO,Features,Display,Colour,Service,Category, SRP ,SRP without Tax,New Bag Price,Bag without TAX,SRP-BAG without tax,NDP,MRP,Final Price,Image
Omnibook X,HP OmniBook X 14-fe0121QU,A99B8PA,"Snapdragon® X Elite X1E-78-100 (up to 3.4 GHz, 12 cores) next gen AI PC",16 GB LPDDR5x-8448 MT/s (onboard),1TB SSD,Qualcomm® Adreno™ GPU,"Next Gen Windows, Copilot +, Microsoft Home and Student Edition 2021","On device AI processing with 45 TOPS, Longest battery life with upto 26 hours*, 5 MP auto switch HDR camera, Audio by Polystudio, Polycamera Pro app with AI enhancements, Real time translations during video calls, Thin and light (1.35Kg), Windows studio effect and AI companion","14"" diagonal, 2.2K (2240 x 1400), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, Corning® Gorilla® Glass NBT™, Low Blue Light, 300 nits, low power, 100% sRGB, Eyesafe certified",Meteor silver,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Super Premium,144999,122881,3052,2586,120294,110254,159256,137662,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611101/Laptop/HP/HP%20OmniBook%20X%2014-fe0121QU.webp
Omnibook X,HP OmniBook X  14-fe1011QU,B17S7PA,QC Snapdragon X1P-42-100 (8 cores) next gen AI PC,16GB LPDDR5X 8448 on-board ,512GB,Qualcomm® Adreno™ GPU,"Next Gen Windows, Copilot +, Microsoft Home and Student Edition 2021","On device AI processing with 45 TOPS, Longest battery life with upto 26 hours*, 5 MP auto switch HDR camera, Audio by Polystudio, Polycamera Pro app with AI enhancements, Real time translations during video calls, Thin and light (1.35Kg), Windows studio effect and AI companion","14"" diagonal, 2.2K (2240 x 1400), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, Corning® Gorilla® Glass NBT™, Low Blue Light, 400 nits, low power, 100% sRGB, Eyesafe certified",Glacier Silver,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Super Premium,121499,102965,3052,2586,100379,92001,132890,115351,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611100/Laptop/HP/HP%20OmniBook%20X%20%2014-fe1011QU.webp
Envy,HP Envy x360 14-fc0179TU,B6MK9PA,Intel EVO Core Ultra 7-155U (AI-enhanced),32GB LPDDR5 on-board,1TB SSD,Intel Integrated Graphics,Windows 11 MS Office Home 2024 India + 1yr M365 Basic  ,"Autoframe, 5MP IR Camera, PVCY Shutter, TNR, Studio Effect, Backlit keyboard, Rechargeable Pen, Poly Studio","Touch/14.0 2.8K OLED Brightview Lw BluLt 400 nits VRR 48-120Hz, IMAX",Athmospheric Blue,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Super Premium,147499,124999,3052,2586,122413,112414,162376,140036,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611091/Laptop/HP/HP%20Envy%20x360%2014-fc0179TU.webp
Envy,HP Envy x360 Laptop 14-fc0178TU,B6MK8PA,Intel EVO Core Ultra 5-125U (AI-enhanced),16GB LPDDR5 on-board,512 GB SSD,Intel Integrated Graphics,Windows 11 MS Office Home 2024 India + 1yr M365 Basic  & Zenvo Pen Natural Silver 2-layer paper box ,"Autoframe, 5MP IR Camera, PVCY Shutter, TNR, Studio Effect, Backlit keyboard, Rechargeable Pen, Poly Studio","Touch/14.0 2.8K OLED Brightview Lw BluLt 400 nits VRR 48-120Hz, IMAX",Athmospheric Blue,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Super Premium,116499,98728,3052,2586,96142,88288,127527,110604,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611092/Laptop/HP/HP%20Envy%20x360%20Laptop%2014-fc0178TU.webp
Omnibook 7,HP Omnibook 7 AI 14-fr0116TU,BK6N6PA,Ultra 7-255H (16C) 13 NPU TOPs,32GB 7467 LPDDR5 on-board,1TB,Intel Arc 140T GPU,Windows  11 + MS Office Home 2024 + 1yr M365 Basic & MISC PC Game Pass,"5 MP  IR camera, Auto Switch HDR, Audio by Polystudio, Polycamera , Windows studio effect and  HP AI companion, Lattice - Less Keyboard, MIL STD 810H US Military-grade standard",14.0 3K (2880x1800) OLED Brightview Low Blue Light VRR 120Hz 400 nits,Meteor Silver,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Premium,126999,107626,1936,1641,105985,104112,150385,120573,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611105/Laptop/HP/HP%20Omnibook%207%20AI%2014-fr0116TU.webp
Omnibook 7,HP Omnibook 7 AI 14-fr0789TU,C58RFPA,Ultra 5-225H (14C) 13 NPU TOPs,16GB 7467 LPDDR5 on-board,1TB,Intel Arc 130T GPU,Windows  11 + MS Office Home 2024 + 1yr M365 Basic & MISC PC Game Pass,"5 MP  IR camera, Auto Switch HDR, Audio by Polystudio, Polycamera , Windows studio effect and  HP AI companion, Lattice - Less Keyboard, MIL STD 810H US Military-grade standard",14.0 3K (2880x1800) OLED Brightview Low Blue Light VRR 120Hz 400 nits,Meteor Silver,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Premium,98499,83474,1936,1641,81833,78684,113654,93515,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611106/Laptop/HP/HP%20Omnibook%207%20AI%2014-fr0789TU.webp
Omnibook 7,HP Omnibook 7 14-fs0789TU,BK6F6PA,Core 5-210H (8C),16GB 5200 LPDDR5 on-board,512 GB,Intel Graphics,Windows  11 + MS Office Home 2024 + 1yr M365 Basic & MISC PC Game Pass,"5 MP IR camera, Auto Switch HDR, Audio by Polystudio, Polycamera , Lattice - Less Keyboard, MIL STD 810H US Military-grade standard",14.0 2K (1920x1200) Antiglare IPS Low Power 300 nits,Meteor Silver,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Premium,83999,71186,1936,1641,69545,65773,95006,79890,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611104/Laptop/HP/HP%20Omnibook%207%2014-fs0789TU.webp
Omnibook 7,HP  Omnibook 7 Aero  13 -bg1456AU,BK1T2PA,Ryzen AI 7 350 (8C) 50 NPU TOPs  ,16GB LPDDR5X 7500 on-board ,512GB PCIe Gen4 ,AMD Radeon 860M Graphics  ,"Next Gen Windows, Copilot +, MS Office Home 2024 India + 1yr M365 Basic  & MISC PC Game Pass","Next Gen  AI PC with 50TOPS, 5 MP  IR camera, HP AI companion, Audio by Polystudio, Polycamera , My HP Apps- Smart Sense , Audio Control , Presense Sensing , Well being ,    Windows studio effect and  , Pen , Less than 1 KG",13.3 WQXGA (2560x1600) Antiglare IPS 400 nits ,Glacier Silver ,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Premium,100499,85169,1936,1641,83529,79467,114786,95414,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611089/Laptop/HP/HP%20%20Omnibook%207%20Aero%20%2013%20-bg1456AU.webp
Omnibook 7,HP  Omnibook 7 Aero 13 -bg1678AU,BK1U0PA,Ryzen AI 5 340 (6C) 50 NPU TOPs ,16GB LPDDR5X 7500 on-board  ,512GB PCIe Gen4 ,AMD Radeon 840M Graphics  ,"Next Gen Windows, Copilot +, MS Office Home 2024 India + 1yr M365 Basic  & MISC PC Game Pass","Next Gen  AI PC with 50TOPS, 5 MP  IR camera, HP AI companion, Audio by Polystudio, Polycamera , My HP Apps- Smart Sense , Audio Control , Presense Sensing , Well being ,    Windows studio effect and  , Pen , Less than 1 KG",13.3 WQXGA (2560x1600) Antiglare IPS 400 nits  ,Glacier Silver ,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Premium,91499,77543,1936,1641,75903,72426,104615,86869,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611090/Laptop/HP/HP%20%20Omnibook%207%20Aero%2013%20-bg1678AU.webp
Omnibook 5,HP Omnibook 5 Flip 16-fb0001QU,C40F2PA,QC Snapdragon X X1-26-100 (8C) 45 NPU TOPs - Purwa SE (OB5),16GB LPDDR5X 8448 on-board,1TB PCIe Gen4,Qualcomm Adreno GPU,"OST W11H6 NG ,MS Office Home 2024 India + 1yr M365 Basic  & MISC PC Game Pass","34 hours Battery , 45 TOPS (NGAI)",16.0 2K (1920x1200) OLED Brightview Low Blue Light 300 nits,Glacier Silver,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Premium,82999,70337,1936,1641,68697,66164,95571,78799,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611103/Laptop/HP/HP%20Omnibook%205%20Flip%2016-fb0001QU.webp
Omnibook 5,HP Omnibook 5 Flip 14-fp0789TU,BD1H3PA,Core i5-1334U (2C+8C),16GB LPDDR5 5200 on-board,512GB,Intel Iris Xe,Windows  11 + MS Office Home 2024 + 1yr M365 Basic & MISC PC Game Pass,"5 MP  IR camera, Auto Switch HDR, Windows Hello- Facial Recognition, AI noise reduction, Pen, Lattice - Less Keyboard",Touch/14.0 2K (1920x1200) IPS 300 nits,Glacier Silver,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Premium,88199,74745,1936,1641,73104,71407,103143,83736,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611102/Laptop/HP/HP%20Omnibook%205%20Flip%2014-fp0789TU.webp
Omnibook 5,HP OmniBook 5 Flip 14-fp0690TU,BX9Q7PA,Core 7-150U (10C),16GB LPDDR5 5200 on-board,1TB,Intel Graphics,Windows  11 + MS Office Home 2024 + 1yr M365 Basic & MISC PC Game Pass,"5 MP  IR camera, Auto Switch HDR, Windows Hello- Facial Recognition, AI noise reduction, Pen, Lattice - Less Keyboard",Touch/14.0 2K (1920x1200) IPS 300 nits,Glacier Silver,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Premium,100999,85592,1936,1641,83952,80639,116479,95888,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611095/Laptop/HP/HP%20OmniBook%205%20Flip%2014-fp0690TU.webp
Omnibook 5,HP OmniBook 5 Flip 14-fp0790TU,BX9Q8PA,Core i5-1334U (2C+8C),16GB LPDDR5 5200 on-board,1TB,Intel Iris Xe,Windows  11 + MS Office Home 2024 + 1yr M365 Basic & MISC PC Game Pass,"5 MP  IR camera, Auto Switch HDR, Windows Hello- Facial Recognition, AI noise reduction, Lattice - Less Keyboard",Touch/14.0 2K (1920x1200) IPS 300 nits,Glacier Silver,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Premium,89699,76016,1936,1641,74375,71407,103143,85160,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611096/Laptop/HP/HP%20OmniBook%205%20Flip%2014-fp0790TU.webp
Omnibook 5,HP OmniBook 5 NG AI PC 16-ag1048AU,BH4K2PA,Ryzen AI 7 350 (8C) 50 NPU TOPs  ,16GB LPDDR5X 7500 on-board,512GB PCIe Gen4 ,AMD Radeon 860M Graphics  ,"Next Gen Windows, Copilot +, MS Office Home 2024 India + 1yr M365 Basic  & MISC PC Game Pass","Next Gen  AI PC with 50TOPS, IR camera, HP AI companion, Audio by Polystudio, Polycamera , My HP Apps- Smart Sense , Audio Control , Presense Sensing , Well being ,    Windows studio effect",Touch/16.0 2K (1920x1200) Antiglare IPS 300 nits ,Glacier Silver AI logo,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Premium,88499,74999,1936,1641,73358,68903,99527,84021,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611099/Laptop/HP/HP%20OmniBook%205%20NG%20AI%20PC%2016-ag1048AU.webp
Omnibook 5,HP OmniBook 5 NG AI PC 16-ag1046AU,C20W1PA,Ryzen AI 7 350 (8C) 50 NPU TOPs,16GB LPDDR5X 7500 on-board,1TB,AMD Radeon 860M Graphics,"Next Gen Windows, Copilot +, MS Office Home 2024 India + 1yr M365 Basic  & MISC PC Game Pass","Next Gen  AI PC with 50TOPS, IR camera, HP AI companion, Audio by Polystudio, Polycamera , My HP Apps- Smart Sense , Audio Control , Presense Sensing , Well being ,    Windows studio effect",Touch/16.0 2K (1920x1200) Antiglare IPS 300 nits,Glacier Silver AI logo,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Premium,91499,77542,1936,1641,75901,71250,102917,86869,
Omnibook 5,HP OmniBook 5 NG AI PC 16-ag1087AU,CG9Y6PA,Ryzen AI 7 350 (8C) 50 NPU TOPs  [B5VM0AV],24GB 7500 LPDDR5X on-board  [B5VM0AV],1TB,AMD Radeon 860M Graphics,"Next Gen Windows, Copilot +, MS Office Home 2024 India + 1yr M365 Basic  & MISC PC Game Pass","Next Gen  AI PC with 50TOPS, IR camera, HP AI companion, Audio by Polystudio, Polycamera , My HP Apps- Smart Sense , Audio Control , Presense Sensing , Well being ,    Windows studio effect",Touch/16.0 2K (1920x1200) Antiglare IPS 300 nits,Glacier Silver AI logo,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Premium,95499,80931,1936,1641,79291,74380,107438,90667,
Omnibook 5,HP OmniBook 5 NG AI 16-ag1045AU,C20W0PA,Ryzen AI 5 340 (6C) 50 NPU TOPs,16GB LPDDR5X 7500 on-board,1TB,AMD Radeon 840M Graphics,Next Gen Windows + MS Office Home 2024 + 1yr M365 Basic & MISC PC Game Pass,"Next Gen  AI PC with 50TOPS, IR camera, HP AI companion, Audio by Polystudio, Polycamera , My HP Apps- Smart Sense , Audio Control , Presense Sensing , Well being ,    Windows studio effect",Touch/16.0 2K (1920x1200) Antiglare IPS 300 nits,Glacier Silver,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Premium,83499,70762,1936,1641,69121,64991,93876,79274,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611097/Laptop/HP/HP%20OmniBook%205%20NG%20AI%2016-ag1045AU.webp
Omnibook 5,HP OmniBook 5 NG AI PC 16-ag1037AU,BP0J7PA,Ryzen AI 5 340 (6C) 50 NPU TOPs ,16GB LPDDR5X 7500 on-board ,512GB PCIe Gen4 ,AMD Radeon 840M Graphics  ,"Next Gen Windows, Copilot +, MS Office Home 2024 India + 1yr M365 Basic  & MISC PC Game Pass","Next Gen  AI PC with 50TOPS, IR camera, HP AI companion, Audio by Polystudio, Polycamera , My HP Apps- Smart Sense , Audio Control , Presense Sensing , Well being ,    Windows studio effect",16.0 2K (1920x1200) Antiglare IPS 300 nits ,Glacier Silver AI logo,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Premium,81499,69067,1936,1641,67426,63426,91615,77375,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611098/Laptop/HP/HP%20OmniBook%205%20NG%20AI%20PC%2016-ag1037AU.webp
Omnibook 5,HP OmniBook 5 14-he0015QU,C08Q7PA,QC Snapdragon X X1-26-100 (8C) 45 NPU TOPs,16GB LPDDR5X 8448 on-board ,1TB PCIe Gen4 ,Qualcomm Adreno GPU ,"OST W11H6 NG ,MS Office Home 2024 India + 1yr M365 Basic  & MISC PC Game Pass","34 hours Battery , 45 TOPS (NGAI), 1.3 KG",14.0 2K (1920x1200) OLED Brightview Low Blue Light 300 nits  ,Glacier Silver ,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Premium,85499,72457,1936,1641,70816,68512,98962,81173,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611094/Laptop/HP/HP%20OmniBook%205%2014-he0015QU.webp
Omnibook 5,HP OmniBook 5 14-he0014QU,C08Q6PA,QC Snapdragon X X1-26-100 (8C) 45 NPU TOPs ,16GB LPDDR5X 8448 on-board ,512GB PCIe Gen4 ,Qualcomm Adreno GPU  ,"OST W11H6 NG  , MS Office Home 2024 India + 1yr M365 Basic  & MISC PC Game Pass","34 hours Battery , 45 TOPS (NGAI), 1.3 KG",14.0 2K (1920x1200) OLED Brightview Low Blue Light 300 nits ,Glacier Silver ,"Premium care ,International warranty in Select Countries , 1 year onsite warranty",Premium,80999,68643,1936,1641,67003,64600,93311,76900,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611093/Laptop/HP/HP%20OmniBook%205%2014-he0014QU.webp
Pavilion Aero,HP Pavilion Aero 13-bg0016AU,A1RA6PA,Ryzen 5-8640U (AI-enhanced),16GB 6400 LPDDR5X on-board,512 GB SSD,AMD Radeon Graphics,Windows  11  Microsoft Office  Home  & Student Edition 2021,"Ultra lightweight <1KG, 5 MP IR Camera PVCY + TNR + Backlit KBD + Audio by Polystudio, HDMI 2.1 port",13.3 WUXGA (1920x1200) AG IPS 400 nits Narrow Border,Natural Silver,"1 year onsite warranty , International warranty in Select Countries",Premium,89435,75792,1936,1641,74152,69244,100019,84910,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611118/Laptop/HP/HP%20Pavilion%20Aero%2013-bg0016AU.webp
Pavilion Aero,HP Pavilion Aero 13-bg0017AU,A1RA7PA,Ryzen 7-8840U (AI-enhanced),16GB 6400 LPDDR5X on-board,512 GB SSD,AMD Radeon Graphics,Windows  11  Microsoft Office  Home  & Student Edition 2021,"Ultra lightweight <1KG, 5 MP IR Camera PVCY + TNR + Backlit KBD + Audio by Polystudio, HDMI 2.1 port",13.3 WUXGA (1920x1200) AG IPS 400 nits Narrow Border,Natural Silver,"1 year onsite warranty , International warranty in Select Countries",Premium,95435,80877,1936,1641,79236,73939,106801,90606,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611119/Laptop/HP/HP%20Pavilion%20Aero%2013-bg0017AU.webp
Pavilion Plus 14, Pavilion Plus 14-ew0108TU,B6PA5PA,Intel 13th Gen Core i5-1335U  ,16GB 5200 LPDDR5X on-board,512 GB SSD,Intel Iris Xe ,Windows 11 MS Office Home 2024 India + 1yr M365 Basic  & Zenvo Pen Natural Silver 2-layer paper box ,"Backlit KBD,  B&O Audio+ TNR + 5 MP IR Camera + Thunderbolt USB C-Type charging port",14.0 WUXGA (1920x1200) Antiglare IPS 300 nits Narrow Border flat  [7P9T5AV],Moonlight Blue,"1 year onsite warranty , International warranty in Select Countries",Premium,86498,73303,1936,1641,71663,66164,95570,82121,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611087/Laptop/HP/%20Pavilion%20Plus%2014-ew0108TU.webp
